name,rating,genre,score,director,writer,star,company,year,country
Internal Affairs,R,Crime,6.5,Mike Figgis,Henry Bean,Richard Gere,Paramount Pictures,1990,United States
Three Men and a Little Lady,PG,Comedy,5.5,Emile Ardolino,Coline Serreau,Tom Selleck,Touchstone Pictures,1990,United States
Problem Child,PG,Comedy,5.4,Dennis Dugan,Scott Alexander,Michael Oliver,Universal Pictures,1990,United States
The Grifters,R,Crime,6.9,Stephen Frears,Jim Thompson,Anjelica Huston,Cineplex Odeon Films,1991,United States
My Blue Heaven,PG-13,Comedy,6.3,Herbert Ross,Nora Ephron,Steve Martin,Hawn / Sylbert Movie Company,1990,United States
The Rescuers Down Under,G,Animation,6.9,Hendel Butoy,Jim Cox,Bob Newhart,Silver Screen Partners IV,1990,United States
House Party,R,Comedy,6.5,Reginald Hudlin,Reginald Hudlin,Christopher Reid,"Jackson/McHenry Company,The",1990,United States
Another 48 Hrs.,R,Action,5.9,Walter Hill,John Fasano,Eddie Murphy,Paramount Pictures,1990,United States
Night of the Living Dead,R,Horror,6.9,Tom Savini,John A. Russo,Tony Todd,21st Century Film Corporation,1990,United States
Pacific Heights,R,Thriller,6.4,John Schlesinger,Daniel Pyne,Melanie Griffith,Morgan Creek Entertainment,1990,United States
Postcards from the Edge,R,Comedy,6.7,Mike Nichols,Carrie Fisher,Meryl Streep,Columbia Pictures,1990,United States
Henry & June,NC-17,Biography,6.3,Philip Kaufman,Anaïs Nin,Fred Ward,Universal Pictures,1990,United States
Hard to Kill,R,Action,5.8,Bruce Malmuth,Steven McKay,Steven Seagal,Warner Bros.,1990,United States
Pump Up the Volume,R,Comedy,7.2,Allan Moyle,Allan Moyle,Christian Slater,New Line Cinema,1990,United States
Hamlet,PG,Drama,6.7,Franco Zeffirelli,William Shakespeare,Mel Gibson,Icon Productions,1991,United States
The NeverEnding Story II: The Next Chapter,PG,Adventure,5.2,George Miller,Karin Howard,Jonathan Brandis,Warner Bros.,1991,United States
Men at Work,PG-13,Action,6.0,Emilio Estevez,Emilio Estevez,Charlie Sheen,Epic Productions,1990,United States
Leatherface: Texas Chainsaw Massacre III,R,Horror,5.1,Jeff Burr,Kim Henkel,Kate Hodge,Nicolas Entertainment,1990,United States
Reversal of Fortune,R,Biography,7.2,Barbet Schroeder,Alan Dershowitz,Jeremy Irons,Sovereign Pictures,1990,United States
Frankenhooker,R,Comedy,6.2,Frank Henenlotter,Robert Martin,James Lorinz,Levins-Henenlotter,1990,United States
State of Grace,R,Action,7.2,Phil Joanou,Dennis McIntyre,Sean Penn,Cinehaus,1990,United States
Bird on a Wire,PG-13,Action,6.0,John Badham,Louis Venosta,Mel Gibson,Universal Pictures,1990,United States
Memphis Belle,PG-13,Action,6.9,Michael Caton-Jones,Monte Merrick,Matthew Modine,Enigma Productions,1990,United States
The Adventures of Ford Fairlane,R,Action,6.4,Renny Harlin,Daniel Waters,Andrew Dice Clay,Twentieth Century Fox,1990,United States
Marked for Death,R,Action,6.0,Dwight H. Little,Michael Grais,Steven Seagal,Victor & Grais,1990,United States
Slumber Party Massacre III,R,Comedy,4.6,Sally Mattison,Catherine Cyran,Keely Christian,Concorde Pictures,1990,United States
Dreams,PG,Drama,7.8,Akira Kurosawa,Akira Kurosawa,Akira Terao,Warner Bros.,1990,United States
Air America,R,Action,5.8,Roger Spottiswoode,Christopher Robbins,Mel Gibson,Carolco Pictures,1990,United States
I Love You to Death,R,Comedy,6.4,Lawrence Kasdan,John Kostmayer,Kevin Kline,Chestnut Hill Productions,1990,United States
Class of 1999,R,Action,5.9,Mark L. Lester,Mark L. Lester,Bradley Gregg,Lightning Pictures,1990,United States
Death Warrant,R,Action,5.7,Deran Sarafian,David S. Goyer,Jean-Claude Van Damme,Cannon Films,1990,United States
White Palace,R,Drama,6.5,Luis Mandoki,Glenn Savan,Susan Sarandon,Universal Pictures,1990,United States
Quick Change,R,Comedy,6.8,Howard Franklin,Jay Cronley,Bill Murray,Devoted Productions,1990,United States
Hardware,R,Sci-Fi,6.0,Richard Stanley,Steve MacManus,Dylan McDermott,Palace Pictures,1990,United States
Mr. Destiny,PG-13,Comedy,6.4,James Orr,James Orr,Jim Belushi,Laurence Mark Productions,1990,United States
The Freshman,PG,Comedy,6.5,Andrew Bergman,Andrew Bergman,Marlon Brando,TriStar Pictures,1990,United States
Blue Steel,R,Action,5.7,Kathryn Bigelow,Kathryn Bigelow,Jamie Lee Curtis,Lightning Pictures,1990,United States
The Krays,R,Biography,6.6,Peter Medak,Philip Ridley,Gary Kemp,Fugitive TV Productions,1990,United States
Navy Seals,R,Action,5.6,Lewis Teague,Chuck Pfarrer,Charlie Sheen,Orion Pictures,1990,United States
Graveyard Shift,R,Horror,4.9,Ralph S. Singleton,Stephen King,David Andrews,Paramount Pictures,1990,United States
The Sheltering Sky,R,Adventure,6.8,Bernardo Bertolucci,Paul Bowles,Debra Winger,Recorded Picture Company (RPC),1990,United States
Dark Angel,R,Action,6.1,Craig R. Baxley,Jonathan Tydor,Dolph Lundgren,Vision PDG,1990,United States
The Comfort of Strangers,R,Drama,6.3,Paul Schrader,Ian McEwan,Christopher Walken,Erre Produzioni,1991,United States
Mo' Better Blues,R,Drama,6.6,Spike Lee,Spike Lee,Denzel Washington,Universal Pictures,1990,United States
"Welcome Home, Roxy Carmichael",PG-13,Comedy,5.9,Jim Abrahams,Karen Leigh Hopkins,Winona Ryder,Incorporated Television Company (ITC),1990,United States
Bad Influence,R,Drama,6.3,Curtis Hanson,David Koepp,Rob Lowe,Epic Productions,1990,United States
Look Who's Talking Too,PG-13,Comedy,4.7,Amy Heckerling,Amy Heckerling,John Travolta,TriStar Pictures,1990,United States
Rosencrantz & Guildenstern Are Dead,PG,Comedy,7.4,Tom Stoppard,Tom Stoppard,Gary Oldman,Brandenberg,1991,United States
Tales from the Darkside: The Movie,R,Comedy,6.3,John Harrison,Michael McDowell,Debbie Harry,Paramount Pictures,1990,United States
The Rookie,R,Action,5.9,Clint Eastwood,Boaz Yakin,Clint Eastwood,Warner Bros.,1990,United States
Green Card,PG-13,Comedy,6.2,Peter Weir,Peter Weir,Gérard Depardieu,Touchstone Pictures,1991,United States
Metropolitan,PG-13,Comedy,7.4,Whit Stillman,Whit Stillman,Carolyn Farina,Westerly Films,1990,United States
Europa Europa,R,Drama,7.6,Agnieszka Holland,Agnieszka Holland,Solomon Perel,Bayerischer Rundfunk (BR),1990,France
Cyrano de Bergerac,PG,Comedy,7.5,Jean-Paul Rappeneau,Edmond Rostand,Gérard Depardieu,Caméra One,1990,United States
Almost an Angel,PG,Comedy,5.6,John Cornell,Paul Hogan,Paul Hogan,Ironbark Films,1990,United States
Everybody Wins,R,Drama,5.1,Karel Reisz,Arthur Miller,Debra Winger,Recorded Picture Company (RPC),1990,United States
Truly Madly Deeply,PG,Comedy,7.2,Anthony Minghella,Anthony Minghella,Juliet Stevenson,British Broadcasting Corporation (BBC),1991,United States
Havana,R,Drama,6.1,Sydney Pollack,Judith Rascoe,Robert Redford,Mirage Enterprises,1990,United States
DuckTales the Movie: Treasure of the Lost Lamp,G,Animation,6.9,Bob Hathcock,Alan Burnett,Alan Young,Disney Television Animation,1990,United States
The Russia House,R,Drama,6.1,Fred Schepisi,John le Carré,Sean Connery,Pathé Entertainment,1990,United States
Life Is Sweet,R,Comedy,7.5,Mike Leigh,Mike Leigh,Alison Steadman,British Screen Productions,1991,United States
Jetsons: The Movie,G,Animation,5.6,Joseph Barbera,Dennis Marks,George O'Hanlon,Hanna-Barbera Productions,1990,United States
White Hunter Black Heart,PG,Adventure,6.6,Clint Eastwood,Peter Viertel,Clint Eastwood,Malpaso Productions,1990,United States
Avalon,PG,Drama,7.2,Barry Levinson,Barry Levinson,Aidan Quinn,TriStar Pictures,1990,United States
Narrow Margin,R,Action,6.6,Peter Hyams,Peter Hyams,Gene Hackman,Carolco Pictures,1990,United States
Cadillac Man,R,Comedy,5.7,Roger Donaldson,Ken Friedman,Robin Williams,Orion Pictures,1990,United States
Taking Care of Business,R,Comedy,6.5,Arthur Hiller,Jill Mazursky,Jim Belushi,Hollywood Pictures,1990,United States
Texasville,R,Drama,6.0,Peter Bogdanovich,Larry McMurtry,Jeff Bridges,Cine-Source,1990,United States
The Guardian,R,Drama,5.4,William Friedkin,Dan Greenburg,Jenny Seagrove,Universal Pictures,1990,United States
Repossessed,PG-13,Comedy,4.8,Bob Logan,Bob Logan,Leslie Nielsen,Carolco Pictures,1990,United States
Fire Birds,PG-13,Action,4.8,David Green,Step Tyner,Nicolas Cage,Nova International Films,1990,United States
Miami Blues,R,Comedy,6.4,George Armitage,Charles Willeford,Fred Ward,Tristes Tropiques,1990,United States
The Field,PG-13,Drama,7.4,Jim Sheridan,Jim Sheridan,Richard Harris,Granada Television,1991,United States
"After Dark, My Sweet",R,Crime,6.6,James Foley,Jim Thompson,Jason Patric,Avenue Pictures,1990,United States
Alice,PG-13,Comedy,6.6,Woody Allen,Woody Allen,Mia Farrow,Jack Rollins & Charles H. Joffe Productions,1991,Argentina
Side Out,PG-13,Comedy,5.5,Peter Israelson,David Thoreau,C. Thomas Howell,Aurora,1990,United States
The First Power,R,Crime,5.7,Robert Resnikoff,Robert Resnikoff,Lou Diamond Phillips,Interscope Communications,1990,United States
Delta Force 2: the Colombian Connection,R,Action,4.9,Aaron Norris,James Bruner,Chuck Norris,Cannon Films,1990,United States
Desperate Hours,R,Action,5.4,Michael Cimino,Joseph Hayes,Mickey Rourke,Dino De Laurentiis Company,1990,United States
Ju Dou,PG-13,Drama,7.7,Yimou Zhang,Heng Liu,Gong Li,China Film Co-Production Corporation,1991,United States
Cadence,PG-13,Drama,6.5,Martin Sheen,Dennis Shryack,Charlie Sheen,The Movie Group,1991,United States
Brain Dead,R,Horror,6.0,Adam Simon,Charles Beaumont,Bill Pullman,Concorde Pictures,1990,United States
The Hairdresser's Husband,R,Comedy,7.3,Patrice Leconte,Claude Klotz,Jean Rochefort,Lambart Productions,1990,France
Ernest Goes to Jail,PG,Comedy,5.4,John R. Cherry III,Charlie Cohen,Jim Varney,Silver Screen Partners IV,1990,United States
Madhouse,PG-13,Comedy,5.5,Tom Ropelewski,Tom Ropelewski,Richard Alexander,Orion Pictures,1990,United States
A Cry in the Wild,PG,Action,5.6,Mark Griffiths,Gary Paulsen,Jared Rushton,Concorde Pictures,1990,United States
The Long Walk Home,PG,Drama,7.3,Richard Pearce,John Cork,Sissy Spacek,Dave Bell Associates,1991,Brazil
Mountains of the Moon,R,Adventure,7.2,Bob Rafelson,William Harrison,Patrick Bergin,Carolco Pictures,1990,United States
Two Evil Eyes,R,Horror,6.1,Dario Argento,Edgar Allan Poe,Adrienne Barbeau,ADC Films,1991,United States
Mr. & Mrs. Bridge,PG-13,Drama,6.6,James Ivory,Evan S. Connell,Paul Newman,Cineplex Odeon Films,1991,United Kingdom
Trust,R,Comedy,7.4,Hal Hartley,Hal Hartley,Adrienne Shelly,Channel Four Films,1991,United Kingdom
Crazy People,R,Comedy,6.0,Tony Bill,Mitch Markowitz,Dudley Moore,Paramount Pictures,1990,United States
A Shock to the System,R,Comedy,6.7,Jan Egleson,Simon Brett,Michael Caine,Brigand Films,1990,United States
The Boyfriend School,PG-13,Comedy,5.8,Malcolm Mowbray,Sarah Bird,Steve Guttenberg,Hemdale,1990,United States
Roger Corman's Frankenstein Unbound,R,Drama,5.5,Roger Corman,Brian Aldiss,John Hurt,The Mount Company,1990,United States
Nuns on the Run,PG-13,Comedy,6.0,Jonathan Lynn,Jonathan Lynn,Eric Idle,HandMade Films,1990,United States
Q&A,R,Crime,6.6,Sidney Lumet,Edwin Torres,Nick Nolte,Regency International Pictures,1990,United States
An Angel at My Table,R,Biography,7.5,Jane Campion,Janet Frame,Kerry Fox,Hibiscus Films,1990,Australia
Stanley & Iris,PG-13,Drama,6.4,Martin Ritt,Pat Barker,Jane Fonda,Metro-Goldwyn-Mayer (MGM),1990,United States
Flashback,R,Action,6.2,Franco Amurri,David Loughery,Dennis Hopper,Paramount Pictures,1990,United States
Men Don't Leave,PG-13,Comedy,6.7,Paul Brickman,Barbara Benedek,Jessica Lange,The Geffen Company,1990,United States
Ski Patrol,PG,Action,5.2,Richard Correll,Steven Long Mitchell,Roger Rose,Epic Productions,1990,United States
Ghost Dad,PG,Comedy,4.4,Sidney Poitier,Brent Maddock,Bill Cosby,Universal Pictures,1990,United States
Book of Love,PG-13,Comedy,6.2,Robert Shaye,William Kotzwinkle,Chris Young,New Line Cinema,1991,United States
Hidden Agenda,R,Drama,6.9,Ken Loach,Jim Allen,Frances McDormand,Hemdale,1991,United States
Everybody's Fine,PG-13,Drama,7.7,Giuseppe Tornatore,Massimo De Rita,Marcello Mastroianni,Erre Produzioni,1991,United States
Spaced Invaders,PG,Adventure,5.3,Patrick Read Johnson,Patrick Read Johnson,Douglas Barr,Silver Screen Partners IV,1990,United States
Meet the Applegates,R,Comedy,5.5,Michael Lehmann,Michael Lehmann,Ed Begley Jr.,Cinemarque Entertainment,1991,United States
Betsy's Wedding,R,Comedy,5.6,Alan Alda,Alan Alda,Alan Alda,Touchstone Pictures,1990,United States
Def by Temptation,R,Horror,4.7,James Bond III,James Bond III,James Bond III,Bonded Filmworks,1990,United States
Heart Condition,R,Comedy,5.6,James D. Parriott,James D. Parriott,Bob Hoskins,New Line Cinema,1990,United States
My Father's Glory,G,Adventure,7.6,Yves Robert,Louis Nucéra,Philippe Caubère,Gaumont,1991,United States
Vincent & Theo,PG-13,Biography,6.9,Robert Altman,Julian Mitchell,Tim Roth,Belbo Films,1990,United States
Stella,PG-13,Drama,6.2,John Erman,Olive Higgins Prouty,Bette Midler,The Samuel Goldwyn Company,1990,United States
The Forbidden Dance,PG-13,Drama,3.9,Greydon Clark,Menahem Golan,Laura Harring,21st Century Film Corporation,1990,United States
Loose Cannons,R,Action,4.9,Bob Clark,Richard Christian Matheson,Gene Hackman,TriStar Pictures,1990,United States
A Tale of Springtime,PG,Comedy,7.2,Éric Rohmer,Éric Rohmer,Anne Teyssèdre,Compagnie Eric Rohmer (CER),1990,France
To Sleep with Anger,PG,Drama,7.2,Charles Burnett,Charles Burnett,Danny Glover,SVS Films,1990,United States
Where the Heart Is,R,Comedy,6.0,John Boorman,Telsche Boorman,Dabney Coleman,Touchstone Pictures,1990,United States
Love at Large,R,Comedy,5.7,Alan Rudolph,Alan Rudolph,Tom Berenger,David Blocker Productions,1990,United States
Downtown,R,Action,5.7,Richard Benjamin,Nat Mauldin,Anthony Edwards,Pacific Western,1990,United States
Short Time,PG-13,Comedy,6.4,Gregg Champion,John Blumenthal,Dabney Coleman,Gladden Entertainment,1990,United States
American Ninja 4: The Annihilation,R,Action,4.0,Cedric Sundstrom,Gideon Amir,Michael Dudikoff,The Cannon Group,1991,United States
Gate 2: The Trespassers,R,Fantasy,4.8,Tibor Takács,Michael Nankin,Louis Tripp,Vision PDG,1992,United States
Come See the Paradise,R,Drama,6.7,Alan Parker,Alan Parker,Dennis Quaid,Twentieth Century Fox,1991,United States
Lambada,PG,Drama,3.5,Joel Silberg,Joel Silberg,J. Eddie Peck,Cannon Films,1990,United States
The Shrimp on the Barbie,PG-13,Comedy,5.7,Director,Grant Morris,Cheech Marin,Unity Pictures,1990,United States
May Fools,R,Comedy,7.3,Louis Malle,Louis Malle,Miou-Miou,Nouvelles Éditions de Films (NEF),1990,United States
The Last of the Finest,R,Action,5.8,John Mackenzie,Jere Cunningham,Brian Dennehy,Orion Pictures,1990,United States
Strangers in Good Company,PG,Drama,7.7,Cynthia Scott,Gloria Demers,Alice Diabo,National Film Board of Canada (NFB),1990,Canada
Opportunity Knocks,PG-13,Comedy,6.0,Donald Petrie,Mitchel Katlin,Dana Carvey,Imagine Films Entertainment,1990,United States
Funny About Love,PG-13,Comedy,4.9,Leonard Nimoy,Bob Greene,Gene Wilder,Duffy Films,1990,United States
Graffiti Bridge,PG-13,Drama,4.5,Prince,Prince,Prince,Paisley Park Films,1990,United States
Coupe de Ville,PG-13,Comedy,6.7,Joe Roth,Mike Binder,Patrick Dempsey,Morgan Creek Entertainment,1990,United States
Sibling Rivalry,PG-13,Comedy,5.4,Carl Reiner,Martha Goldhirsh,Kirstie Alley,Castle Rock Entertainment,1990,United States
Vital Signs,R,Drama,5.4,Marisa Silver,Larry Ketron,Adrian Pasdar,Twentieth Century Fox,1990,United States
Body Chemistry,R,Drama,4.3,Kristine Peterson,Jackson Barr,Marc Singer,Concorde-New Horizons,1990,United States
The Haunting of Morella,R,Horror,4.4,Jim Wynorski,Edgar Allan Poe,Nicole Eggert,Concorde-New Horizons,1990,United States
The Fourth War,R,Drama,5.6,John Frankenheimer,Stephen Peters,Roy Scheider,Kodiak Films,1990,United States
Tune in Tomorrow...,PG-13,Comedy,6.2,Jon Amiel,Mario Vargas Llosa,Barbara Hershey,Odyssey,1990,United States
Impulse,R,Crime,5.7,Sondra Locke,John DeMarco,Theresa Russell,Warner Bros.,1990,United States
Heaven and Earth,PG-13,Action,7.0,Haruki Kadokawa,Haruki Kadokawa,Takaaki Enoki,Haruki Kadokawa Films,1991,United States
Crossing the Line,R,Crime,5.8,David Leland,William McIlvanney,Kenny Ireland,Palace Pictures,1990,United Kingdom
Mindwalk,PG,Drama,7.6,Bernt Amadeus Capra,Bernt Amadeus Capra,Liv Ullmann,Atlas,1991,United States
The Nasty Girl,PG-13,Comedy,7.3,Michael Verhoeven,Michael Verhoeven,Lena Stolze,Filmverlag der Autoren,1991,United States
Terminator 2: Judgment Day,R,Action,8.5,James Cameron,James Cameron,Arnold Schwarzenegger,Carolco Pictures,1991,United States
Point Break,R,Action,7.3,Kathryn Bigelow,Rick King,Patrick Swayze,Largo Entertainment,1991,United States
The Silence of the Lambs,R,Crime,8.6,Jonathan Demme,Thomas Harris,Jodie Foster,Strong Heart/Demme Production,1991,United States
Hook,PG,Adventure,6.8,Steven Spielberg,J.M. Barrie,Dustin Hoffman,Amblin Entertainment,1991,United States
Boyz n the Hood,R,Crime,7.8,John Singleton,John Singleton,Cuba Gooding Jr.,Columbia Pictures,1991,United States
Cape Fear,R,Crime,7.3,Martin Scorsese,John D. MacDonald,Robert De Niro,Amblin Entertainment,1991,United States
Career Opportunities,PG-13,Comedy,5.9,Bryan Gordon,John Hughes,Frank Whaley,Hughes Entertainment,1991,United States
The Addams Family,PG-13,Comedy,6.9,Barry Sonnenfeld,Charles Addams,Anjelica Huston,Orion Pictures,1991,United States
Thelma & Louise,R,Adventure,7.5,Ridley Scott,Callie Khouri,Susan Sarandon,Pathé Entertainment,1991,United States
Robin Hood: Prince of Thieves,PG-13,Action,6.9,Kevin Reynolds,Pen Densham,Kevin Costner,Warner Bros.,1991,United States
The Doors,R,Biography,7.2,Oliver Stone,Randall Jahnson,Val Kilmer,Bill Graham Films,1991,United States
Beauty and the Beast,G,Animation,8.0,Gary Trousdale,Linda Woolverton,Paige O'Hara,Walt Disney Pictures,1991,United States
Fried Green Tomatoes,PG-13,Drama,7.7,Jon Avnet,Fannie Flagg,Kathy Bates,Universal Pictures,1992,United States
JFK,R,Drama,8.0,Oliver Stone,Jim Garrison,Kevin Costner,Warner Bros.,1991,United States
The Rocketeer,PG,Action,6.5,Joe Johnston,Dave Stevens,Billy Campbell,Walt Disney Pictures,1991,United States
My Girl,PG,Comedy,6.9,Howard Zieff,Laurice Elehwany,Anna Chlumsky,Columbia Pictures,1991,United States
Backdraft,R,Action,6.7,Ron Howard,Gregory Widen,Kurt Russell,Imagine Films Entertainment,1991,United States
Bill & Ted's Bogus Journey,PG,Adventure,6.3,Peter Hewitt,Chris Matheson,Keanu Reeves,Nelson Entertainment,1991,United States
Father of the Bride,PG,Comedy,6.5,Charles Shyer,Frances Goodrich,Steve Martin,Touchstone Pictures,1991,United States
City Slickers,PG-13,Comedy,6.8,Ron Underwood,Lowell Ganz,Billy Crystal,Castle Rock Entertainment,1991,United States
Don't Tell Mom the Babysitter's Dead,PG-13,Comedy,6.3,Stephen Herek,Neil Landau,Christina Applegate,Home Box Office (HBO),1991,United States
The Fisher King,R,Comedy,7.5,Terry Gilliam,Richard LaGravenese,Jeff Bridges,TriStar Pictures,1991,United States
Sex and Zen,R,Comedy,5.6,Michael Mak,Alexander Lee,Lawrence Ng,Golden Harvest Company,1991,Hong Kong
Sleeping with the Enemy,R,Drama,6.3,Joseph Ruben,Nancy Price,Julia Roberts,Twentieth Century Fox,1991,United States
Return to the Blue Lagoon,PG-13,Adventure,5.2,William A. Graham,Henry De Vere Stacpoole,Brian Krause,Columbia Pictures,1991,United States
The Last Boy Scout,R,Action,7.0,Tony Scott,Shane Black,Bruce Willis,Geffen Pictures,1991,United States
Star Trek VI: The Undiscovered Country,PG,Action,7.2,Nicholas Meyer,Gene Roddenberry,William Shatner,Paramount Pictures,1991,United States
My Own Private Idaho,R,Drama,7.0,Gus Van Sant,Gus Van Sant,River Phoenix,New Line Cinema,1991,Japan
Drop Dead Fred,PG-13,Comedy,5.9,Ate de Jong,Elizabeth Livingston,Phoebe Cates,PolyGram Filmed Entertainment,1991,United States
Hot Shots!,PG-13,Action,6.8,Jim Abrahams,Jim Abrahams,Charlie Sheen,Twentieth Century Fox,1991,United States
Hudson Hawk,R,Action,5.8,Michael Lehmann,Bruce Willis,Bruce Willis,TriStar Pictures,1991,United States
The Prince of Tides,R,Drama,6.7,Barbra Streisand,Pat Conroy,Barbra Streisand,Columbia Pictures,1991,United States
Barton Fink,R,Comedy,7.7,Joel Coen,Joel Coen,John Turturro,Circle Films,1991,United States
Nothing But Trouble,PG-13,Comedy,5.1,Dan Aykroyd,Peter Aykroyd,Chevy Chase,Applied Action,1991,United States
What About Bob?,PG,Comedy,7.0,Frank Oz,Alvin Sargent,Bill Murray,Touchstone Pictures,1991,United States
Naked Lunch,R,Drama,7.0,David Cronenberg,William S. Burroughs,Peter Weller,Recorded Picture Company (RPC),1992,United Kingdom
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,PG,Action,6.0,Michael Pressman,Kevin Eastman,Paige Turco,Golden Harvest Company,1991,United States
The Naked Gun 2½: The Smell of Fear,PG-13,Comedy,6.9,David Zucker,Jim Abrahams,Leslie Nielsen,Paramount Pictures,1991,United States
Double Impact,R,Action,5.6,Sheldon Lettich,Sheldon Lettich,Jean-Claude Van Damme,Stone Group Pictures,1991,United States
The Commitments,R,Comedy,7.6,Alan Parker,Roddy Doyle,Robert Arkins,Beacon Communications,1991,United States
The Man in the Moon,PG-13,Drama,7.3,Robert Mulligan,Jenny Wingfield,Sam Waterston,Metro-Goldwyn-Mayer (MGM),1991,United States
The Double Life of Véronique,R,Drama,7.8,Krzysztof Kieslowski,Krzysztof Kieslowski,Irène Jacob,Sidéral Productions,1991,United States
New Jack City,R,Action,6.7,Mario Van Peebles,Thomas Lee Wright,Wesley Snipes,Warner Bros.,1991,United States
Toy Soldiers,R,Action,6.6,Daniel Petrie Jr.,William P. Kennedy,Sean Astin,TriStar Pictures,1991,United States
The People Under the Stairs,R,Comedy,6.4,Wes Craven,Wes Craven,Brandon Quintin Adams,Universal Pictures,1991,United States
Regarding Henry,PG-13,Drama,6.7,Mike Nichols,J.J. Abrams,Harrison Ford,Paramount Pictures,1991,United States
Bugsy,R,Biography,6.8,Barry Levinson,James Toback,Warren Beatty,TriStar Pictures,1991,United States
Doc Hollywood,PG-13,Comedy,6.2,Michael Caton-Jones,Neil B. Shulman,Michael J. Fox,Warner Bros.,1991,United States
Delicatessen,R,Comedy,7.6,Marc Caro,Jean-Pierre Jeunet,Marie-Laure Dougnac,Constellation,1992,United States
Night on Earth,R,Comedy,7.7,Jim Jarmusch,Jim Jarmusch,Winona Ryder,Victor Company of Japan (JVC),1991,Germany
Child's Play 3,R,Horror,5.1,Jack Bender,Don Mancini,Justin Whalin,Universal Pictures,1991,United States
Freddy's Dead: The Final Nightmare,R,Fantasy,4.9,Rachel Talalay,Wes Craven,Robert Englund,New Line Cinema,1991,United States
Oscar,PG,Comedy,6.5,John Landis,Claude Magnier,Sylvester Stallone,Joseph S. Vecchio Entertainment,1991,United States
The Lovers on the Bridge,R,Drama,7.6,Leos Carax,Leos Carax,Juliette Binoche,Films A2,1999,United States
Highlander II: The Quickening,R,Action,4.2,Russell Mulcahy,Gregory Widen,Christopher Lambert,Davis-Panzer Productions,1991,United States
Stone Cold,R,Action,6.0,Craig R. Baxley,Walter Doniger,Brian Bosworth,Stone Group Pictures,1991,United States
Wild Hearts Can't Be Broken,G,Drama,7.2,Steve Miner,Matt Williams,Gabrielle Anwar,Walt Disney Pictures,1991,United States
Showdown in Little Tokyo,R,Action,6.1,Mark L. Lester,Stephen Glantz,Dolph Lundgren,Little Tokyo Productions,1991,United States
Jungle Fever,R,Drama,6.6,Spike Lee,Spike Lee,Wesley Snipes,Universal Pictures,1991,United States
Harley Davidson and the Marlboro Man,R,Action,6.1,Simon Wincer,Don Michael Paul,Mickey Rourke,Krisjair,1991,United States
Not Without My Daughter,PG-13,Drama,6.4,Brian Gilbert,Betty Mahmoody,Sally Field,Pathé Entertainment,1991,United States
Defending Your Life,PG,Comedy,7.2,Albert Brooks,Albert Brooks,Albert Brooks,Geffen Pictures,1991,United States
Flight of the Intruder,PG-13,Action,5.8,John Milius,Stephen Coonts,Danny Glover,Paramount Pictures,1991,United States
Problem Child 2,PG-13,Comedy,4.9,Brian Levant,Scott Alexander,John Ritter,Universal Pictures,1991,United States
The Hard Way,R,Action,6.4,John Badham,Lem Dobbs,Michael J. Fox,Universal Pictures,1991,United States
Ricochet,R,Action,6.2,Russell Mulcahy,Fred Dekker,Denzel Washington,Home Box Office (HBO),1991,United States
L.A. Story,PG-13,Comedy,6.7,Mick Jackson,Steve Martin,Steve Martin,Carolco Pictures,1991,United States
Rush,R,Action,6.8,Lili Fini Zanuck,Kim Wozencraft,Jason Patric,Metro-Goldwyn-Mayer (MGM),1992,United States
Dead Again,R,Crime,6.9,Kenneth Branagh,Scott Frank,Kenneth Branagh,Paramount Pictures,1991,United States
Out for Justice,R,Action,6.1,John Flynn,R. Lance Hill,Steven Seagal,Arnold Kopelson Productions,1991,United States
Only Yesterday,PG,Animation,7.6,Isao Takahata,Hotaru Okamoto,Miki Imai,Nippon Television Network (NTV),2016,United States
The Indian Runner,R,Drama,7.0,Sean Penn,Sean Penn,David Morse,Columbia Pictures,1991,United States
An American Tail: Fievel Goes West,G,Animation,6.5,Phil Nibbelink,Flint Dille,James Stewart,Universal Pictures,1991,United States
Life Stinks,PG-13,Comedy,5.9,Mel Brooks,Mel Brooks,Mel Brooks,Brooksfilms,1991,United States
Frankie and Johnny,R,Comedy,6.7,Garry Marshall,Terrence McNally,Al Pacino,Paramount Pictures,1991,United States
Grand Canyon,R,Crime,6.9,Lawrence Kasdan,Lawrence Kasdan,Danny Glover,Twentieth Century Fox,1992,United States
Close My Eyes,R,Drama,6.3,Stephen Poliakoff,Stephen Poliakoff,Alan Rickman,Film Four International,1991,United States
Homicide,R,Crime,7.0,David Mamet,David Mamet,Joe Mantegna,Pressman Film,1991,France
Soapdish,PG-13,Comedy,6.6,Michael Hoffman,Robert Harling,Sally Field,Paramount Pictures,1991,United States
Curly Sue,PG,Comedy,5.9,John Hughes,John Hughes,Jim Belushi,Warner Bros.,1991,United States
The Rapture,R,Drama,6.3,Michael Tolkin,Michael Tolkin,Mimi Rogers,New Line Cinema,1991,United States
Mannequin: on the Move,PG,Comedy,4.4,Stewart Raffill,Edward Rugoff,Kristy Swanson,Gladden Entertainment,1991,United States
Rock-A-Doodle,G,Animation,6.1,Don Bluth,Don Bluth,Glen Campbell,Goldcrest Films International,1992,United States
Necessary Roughness,PG-13,Comedy,6.2,Stan Dragoti,Rick Natkin,Scott Bakula,Paramount Pictures,1991,United States
