name,rating,genre,score,director,writer,star,company,year,country
The Missionary,R,Comedy,6.2,Richard Loncraine,Michael Palin,Michael Palin,HandMade Films,1982,United States
The Escape Artist,PG,Comedy,6.2,Caleb Deschanel,David Wagoner,Raul Julia,Zoetrope Studios,1982,United States
Night Crossing,PG,Drama,6.5,Delbert Mann,John McGreevey,John Hurt,Walt Disney Productions,1982,United States
Endangered Species,R,Drama,5.9,Alan Rudolph,Judd Klinger,Robert Urich,Alive Enterprises,1982,United States
Things Are Tough All Over,R,Action,6.0,Thomas K. Avildsen,Cheech Marin,Toni Attell,C & C Brown Production,1982,United States
Homework,R,Comedy,3.5,James Beshears,Maurice Peterson,Joan Collins,Jensen Farley Pictures,1982,United States
Jinxed!,R,Comedy,4.7,Don Siegel,Frank D. Gilroy,Bette Midler,Herb Jaffe,1982,United States
They Call Me Bruce,PG,Action,5.7,Elliott Hong,David Randolph,Johnny Yune,Gold Pine Productions,1982,United States
Some Kind of Hero,R,Comedy,5.8,Michael Pressman,Robert Boris,Richard Pryor,Paramount Pictures,1982,United States
Hammett,PG,Crime,6.5,Wim Wenders,Joe Gores,Frederic Forrest,Orion Pictures,1982,United States
Five Days One Summer,PG,Drama,6.1,Fred Zinnemann,Michael Austin,Sean Connery,Cable and Wireless Finance,1982,Japan
Penitentiary II,R,Crime,4.4,Jamaa Fanaka,Jamaa Fanaka,Leon Isaac Kennedy,Bob-Bea Productions,1982,United States
If You Could See What I Hear,PG,Biography,6.8,Eric Till,Stuart Gillard,Marc Singer,Cypress Grove,1982,United States
Partners,R,Comedy,5.3,James Burrows,Francis Veber,Ryan O'Neal,Paramount Pictures,1982,United States
Richard Pryor: Live on the Sunset Strip,R,Comedy,7.7,Joe Layton,Paul Mooney,Richard Pryor,Columbia Pictures,1982,United States
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,G,Animation,7.1,Directors,John W. Dunn,Mel Blanc,Warner Bros. Animation,1982,United States
Monsignor,R,Crime,5.1,Frank Perry,Jack-Alain Léger,Christopher Reeve,Frank Yablans Presentations,1982,United States
"Yes, Giorgio",PG,Comedy,3.9,Franklin J. Schaffner,Anne Piper,Luciano Pavarotti,Metro-Goldwyn-Mayer (MGM),1982,United States
I Ought to Be in Pictures,PG,Comedy,6.2,Herbert Ross,Neil Simon,Walter Matthau,Twentieth Century Fox,1982,United States
La traviata,G,Drama,7.2,Franco Zeffirelli,Francesco Maria Piave,Teresa Stratas,Accent Films B.V.,1983,Italy
Fighting Back,R,Action,6.1,Lewis Teague,Thomas Hedley Jr.,Tom Skerritt,Permut Presentations,1982,United States
Heidi's Song,G,Animation,6.3,Robert Taylor,Joseph Barbera,Lorne Greene,Hanna-Barbera Productions,1982,United States
Love Child,R,Crime,5.7,Larry Peerce,Anne Gerard,Amy Madigan,The Ladd Company,1982,United States
Boardinghouse,R,Comedy,3.8,John Wintergate,John Wintergate,John Wintergate,Blustarr,1983,United States
Experience Preferred... But Not Essential,PG,Drama,7.0,Peter Duffell,June Roberts,Elizabeth Edmonds,Channel Four Film,1982,United Kingdom
The Personals,PG,Comedy,6.7,Peter Markle,Peter Markle,Bill Schoppert,Blueline Productions,1982,United States
Lonely Hearts,R,Comedy,6.8,Paul Cox,Paul Cox,Wendy Hughes,Adam Packer Film Productions,1982,Australia
Scarface,R,Crime,8.3,Brian De Palma,Oliver Stone,Al Pacino,Universal Pictures,1983,United States
The Outsiders,PG,Crime,7.1,Francis Ford Coppola,Kathleen Rowell,C. Thomas Howell,Zoetrope Studios,1983,United States
Star Wars: Episode VI - Return of the Jedi,PG,Action,8.3,Richard Marquand,Lawrence Kasdan,Mark Hamill,Lucasfilm,1983,United States
Risky Business,R,Comedy,6.8,Paul Brickman,Paul Brickman,Tom Cruise,The Geffen Company,1983,United States
National Lampoon's Vacation,R,Adventure,7.4,Harold Ramis,John Hughes,Chevy Chase,National Lampoon,1983,United States
Trading Places,R,Comedy,7.5,John Landis,Timothy Harris,Eddie Murphy,Cinema Group Ventures,1983,United States
Superman III,PG,Action,5.0,Richard Lester,Jerry Siegel,Christopher Reeve,Dovemead Films,1983,United States
The Big Chill,R,Comedy,7.2,Lawrence Kasdan,Lawrence Kasdan,Tom Berenger,Columbia Pictures,1983,United States
Staying Alive,PG,Drama,4.7,Sylvester Stallone,Nik Cohn,John Travolta,Paramount Pictures,1983,United States
Jaws 3-D,PG,Adventure,3.7,Joe Alves,Peter Benchley,Dennis Quaid,Universal Pictures,1983,United States
Christine,R,Horror,6.7,John Carpenter,Stephen King,Keith Gordon,Columbia Pictures,1983,United States
Sleepaway Camp,R,Horror,6.3,Robert Hiltzik,Robert Hiltzik,Felissa Rose,American Eagle Films,1983,United States
Flashdance,R,Drama,6.2,Adrian Lyne,Thomas Hedley Jr.,Jennifer Beals,Paramount Pictures,1983,United States
WarGames,PG,Action,7.1,John Badham,Lawrence Lasker,Matthew Broderick,United Artists,1983,United States
The Right Stuff,PG,Adventure,7.8,Philip Kaufman,Philip Kaufman,Sam Shepard,The Ladd Company,1984,United States
Krull,PG,Action,6.1,Peter Yates,Stanford Sherman,Ken Marshall,Columbia Pictures,1983,United States
Spring Break,R,Comedy,4.9,Sean S. Cunningham,David Smilow,David Knell,Columbia Pictures,1983,United States
The Dead Zone,R,Drama,7.2,David Cronenberg,Jeffrey Boam,Christopher Walken,Dino De Laurentiis Company,1983,United States
Octopussy,PG,Action,6.5,John Glen,George MacDonald Fraser,Roger Moore,United Artists,1983,United States
Private School,R,Comedy,5.3,Noel Black,Dan Greenburg,Phoebe Cates,Unity Productions,1983,United States
Valley Girl,R,Comedy,6.4,Martha Coolidge,Andrew Lane,Nicolas Cage,Atlantic Entertainment Group,1983,United States
Rumble Fish,R,Crime,7.2,Francis Ford Coppola,S.E. Hinton,Matt Dillon,Zoetrope Studios,1983,United States
Videodrome,R,Horror,7.2,David Cronenberg,David Cronenberg,James Woods,Filmplan International,1983,United States
Terms of Endearment,PG,Comedy,7.4,James L. Brooks,Larry McMurtry,Shirley MacLaine,Paramount Pictures,1983,United States
Twilight Zone: The Movie,PG,Horror,6.5,Directors,John Landis,Dan Aykroyd,Amblin Entertainment,1983,United States
Never Say Never Again,PG,Action,6.2,Irvin Kershner,Kevin McClory,Sean Connery,TaliaFilm II Productions,1983,United States
A Christmas Story,PG,Comedy,7.9,Bob Clark,Jean Shepherd,Peter Billingsley,Metro-Goldwyn-Mayer (MGM),1983,United States
Cujo,R,Horror,6.1,Lewis Teague,Stephen King,Dee Wallace,Sunn Classic Pictures,1983,United States
Sudden Impact,R,Action,6.6,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Warner Bros.,1983,United States
The Hunger,R,Drama,6.7,Tony Scott,James Costigan,Catherine Deneuve,Metro-Goldwyn-Mayer (MGM),1983,United States
Mr. Mom,PG,Comedy,6.6,Stan Dragoti,John Hughes,Michael Keaton,Sherwood Productions,1983,United States
Blue Thunder,R,Action,6.4,John Badham,Dan O'Bannon,Roy Scheider,Columbia Pictures,1983,United States
Breathless,R,Action,5.9,Jim McBride,François Truffaut,Richard Gere,Breathless Associates,1983,United States
Psycho II,R,Crime,6.5,Richard Franklin,Tom Holland,Anthony Perkins,Universal Pictures,1983,United States
Local Hero,PG,Comedy,7.4,Bill Forsyth,Bill Forsyth,Burt Lancaster,Enigma Productions,1983,United Kingdom
Bad Boys,R,Crime,7.2,Rick Rosenthal,Richard Di Lello,Sean Penn,EMI Films,1983,United States
Silkwood,R,Biography,7.2,Mike Nichols,Nora Ephron,Meryl Streep,ABC Motion Pictures,1984,United States
All the Right Moves,R,Drama,5.9,Michael Chapman,Michael Kane,Tom Cruise,Lucille Ball Productions,1983,United States
The Keep,R,Drama,5.7,Michael Mann,F. Paul Wilson,Scott Glenn,Paramount Pictures,1983,United States
My Tutor,R,Comedy,5.2,George Bowers,Joe Roberts,Matt Lattanzi,Marimark Productions,1983,United States
Yentl,PG,Drama,6.6,Barbra Streisand,Jack Rosenthal,Barbra Streisand,Ladbroke,1984,United States
Fire and Ice,PG,Animation,6.6,Ralph Bakshi,Ralph Bakshi,Randy Norton,Polyc International BV,1983,United States
Eddie and the Cruisers,PG,Drama,6.9,Martin Davidson,Martin Davidson,Tom Berenger,Aurora,1983,United States
Yellowbeard,PG,Action,6.0,Mel Damski,Graham Chapman,Graham Chapman,Seagoat Films,1983,United States
The Meaning of Life,R,Comedy,7.5,Terry Jones,Graham Chapman,John Cleese,Celandine Films,1983,United States
Hot Dog... The Movie,R,Comedy,5.0,Peter Markle,Mike Marvin,David Naughton,Edward S. Feldman Productions,1984,United States
Smokey and the Bandit Part 3,PG,Action,3.5,Dick Lowry,Stuart Birnbaum,Jackie Gleason,Universal Pictures,1983,United States
Deathstalker,R,Action,4.6,James Sbardellati,Howard R. Cohen,Rick Hill,Aries Cinematográfica Argentina,1983,United States
Porky's II: The Next Day,R,Comedy,5.0,Bob Clark,Roger Swaybill,Dan Monahan,Astral Bellevue Pathé,1983,United States
Something Wicked This Way Comes,PG,Fantasy,6.8,Jack Clayton,Ray Bradbury,Jason Robards,Walt Disney Productions,1983,United States
Tender Mercies,PG,Drama,7.4,Bruce Beresford,Horton Foote,Robert Duvall,Antron Media Production,1983,Canada
Star 80,R,Biography,6.7,Bob Fosse,Teresa Carpenter,Mariel Hemingway,The Ladd Company,1984,United States
Gorky Park,R,Crime,6.7,Michael Apted,Martin Cruz Smith,William Hurt,Eagle Associates.,1983,United States
Lone Wolf McQuade,PG,Action,6.3,Steve Carver,B.J. Nelson,Chuck Norris,1818 Productions,1983,United States
Easy Money,R,Comedy,6.3,James Signorelli,Rodney Dangerfield,Rodney Dangerfield,Easy Money Associates,1983,United States
Merry Christmas Mr. Lawrence,R,Drama,7.3,Nagisa Ôshima,Lourens van der Post,David Bowie,National Film Trustee Company,1983,United States
Losin' It,R,Comedy,4.9,Curtis Hanson,Bill Norton,Tom Cruise,Tiberius Film Productions,1983,United States
Screwballs,R,Comedy,4.7,Rafal Zielinski,Linda Shayne,Peter Keleghan,Millenium,1983,United States
Brainstorm,PG,Sci-Fi,6.4,Douglas Trumbull,Bruce Joel Rubin,Christopher Walken,JF Productions,1983,United States
The Man with Two Brains,R,Comedy,6.4,Carl Reiner,George Gipe,Steve Martin,Aspen Film Society,1983,United States
Angel,R,Action,5.7,Robert Vincent O'Neil,Robert Vincent O'Neil,Cliff Gorman,Adams Apple Film Company,1984,United States
10 to Midnight,R,Crime,6.3,J. Lee Thompson,William Roberts,Charles Bronson,Cannon Films,1983,United States
Uncommon Valor,R,Action,6.4,Ted Kotcheff,Joe Gayton,Gene Hackman,Paramount Pictures,1983,United States
Doctor Detroit,R,Comedy,5.2,Michael Pressman,Bruce Jay Friedman,Dan Aykroyd,Black Rhino Productions,1983,United States
Mortuary,R,Horror,5.2,Howard Avedis,Howard Avedis,Mary Beth McDonough,Hickmar Productions,1983,United States
Stroker Ace,PG,Action,4.9,Hal Needham,William Neely,Burt Reynolds,Universal Pictures,1983,United States
Sahara,PG,Adventure,5.0,Andrew V. McLaglen,Menahem Golan,Brooke Shields,Cabal Film,1984,United States
Two of a Kind,PG,Comedy,4.7,John Herzfeld,John Herzfeld,John Travolta,Twentieth Century Fox,1983,United States
Chained Heat,R,Action,5.0,Paul Nicholas,Aaron Butler,Linda Blair,Heat GBR,1983,United States
Spacehunter: Adventures in the Forbidden Zone,PG,Action,5.5,Lamont Johnson,Stewart Harding,Peter Strauss,Columbia Pictures,1983,United States
High Road to China,PG,Adventure,6.1,Brian G. Hutton,Jon Cleary,Tom Selleck,City Films,1983,United States
Never Cry Wolf,PG,Adventure,7.5,Carroll Ballard,Farley Mowat,Charles Martin Smith,Walt Disney Pictures,1984,United States
The Pirates of Penzance,G,Comedy,7.1,Wilford Leach,W.S. Gilbert,Kevin Kline,Universal Pictures,1983,United States
Rock & Rule,PG,Animation,6.5,Clive Smith,Patrick Loubert,Don Francks,Nelvana,1987,United States
Hercules,PG,Adventure,4.0,Luigi Cozzi,Luigi Cozzi,Lou Ferrigno,Cannon Films Inc.,1983,United States
Educating Rita,PG,Comedy,7.2,Lewis Gilbert,Willy Russell,Michael Caine,Acorn Pictures,1983,United States
Under Fire,R,Drama,7.0,Roger Spottiswoode,Ron Shelton,Nick Nolte,Cinema '84,1983,United States
Amityville 3-D,PG,Horror,4.1,Richard Fleischer,David Ambrose,Tony Roberts,De Laurentiis Entertainment Group (DEG),1983,United States
Testament,PG,Drama,7.0,Lynne Littman,Carol Amen,Jane Alexander,Paramount Pictures,1984,Argentina
The Osterman Weekend,R,Action,5.9,Sam Peckinpah,Robert Ludlum,Rutger Hauer,Osterman Weekend Associates,1983,United States
Revenge of the Ninja,R,Action,6.1,Sam Firstenberg,James R. Silke,Shô Kosugi,Cannon Films,1983,United States
Zelig,PG,Comedy,7.7,Woody Allen,Woody Allen,Woody Allen,Jack Rollins & Charles H. Joffe Productions,1983,Argentina
Independence Day,R,Drama,6.5,Robert Mandel,Alice Hoffman,Kathleen Quinlan,Warner Bros.,1983,Denmark
